Issue Type,Summary,Description,Priority,Labels,Test Steps,Test Data,Expected Result,Status
Test,VWO - Integrations: Verify user can view goal - ID_3742,This test case validates the view functionality for the goal component within the Integrations module of app.vwo.com.,High,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform View action on Goal
4. Verify success message","user_role: admin, component_id: 4997",The goal should be successfully viewed and reflected in the Integrations dashboard.,To Do
Test,VWO - Integrations: Verify user can filter campaign - ID_3743,This test case validates the filter functionality for the campaign component within the Integrations module of app.vwo.com.,High,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Filter action on Campaign
4. Verify success message","user_role: admin, component_id: 9607",The campaign should be successfully filtered and reflected in the Integrations dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can filter snapshot - ID_3744,This test case validates the filter functionality for the snapshot component within the Funnel Analysis module of app.vwo.com.,Low,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Filter action on Snapshot
4. Verify success message","user_role: admin, component_id: 5431",The snapshot should be successfully filtered and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - A/B Testing: Verify user can filter variation - ID_3745,This test case validates the filter functionality for the variation component within the A/B Testing module of app.vwo.com.,High,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Filter action on Variation
4. Verify success message","user_role: admin, component_id: 9743",The variation should be successfully filtered and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can toggle campaign - ID_3746,This test case validates the toggle functionality for the campaign component within the Funnel Analysis module of app.vwo.com.,Low,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Toggle action on Campaign
4. Verify success message","user_role: admin, component_id: 8152",The campaign should be successfully toggleed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can edit snapshot - ID_3747,This test case validates the edit functionality for the snapshot component within the Funnel Analysis module of app.vwo.com.,High,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Edit action on Snapshot
4. Verify success message","user_role: admin, component_id: 4707",The snapshot should be successfully edited and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Integrations: Verify user can export dashboard widget - ID_3748,This test case validates the export functionality for the dashboard widget component within the Integrations module of app.vwo.com.,Critical,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Export action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 4721",The dashboard widget should be successfully exported and reflected in the Integrations dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can toggle campaign - ID_3749,This test case validates the toggle functionality for the campaign component within the Funnel Analysis module of app.vwo.com.,Medium,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Toggle action on Campaign
4. Verify success message","user_role: admin, component_id: 9229",The campaign should be successfully toggleed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Account Settings: Verify user can search campaign - ID_3750,This test case validates the search functionality for the campaign component within the Account Settings module of app.vwo.com.,Low,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Search action on Campaign
4. Verify success message","user_role: admin, component_id: 2219",The campaign should be successfully searched and reflected in the Account Settings dashboard.,To Do
Test,VWO - Surveys: Verify user can toggle snapshot - ID_3751,This test case validates the toggle functionality for the snapshot component within the Surveys module of app.vwo.com.,Medium,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Toggle action on Snapshot
4. Verify success message","user_role: admin, component_id: 4152",The snapshot should be successfully toggleed and reflected in the Surveys dashboard.,To Do
Test,VWO - Heatmaps: Verify user can delete dashboard widget - ID_3752,This test case validates the delete functionality for the dashboard widget component within the Heatmaps module of app.vwo.com.,High,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Delete action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 5559",The dashboard widget should be successfully deleteed and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Account Settings: Verify user can delete snapshot - ID_3753,This test case validates the delete functionality for the snapshot component within the Account Settings module of app.vwo.com.,High,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Delete action on Snapshot
4. Verify success message","user_role: admin, component_id: 2762",The snapshot should be successfully deleteed and reflected in the Account Settings dashboard.,To Do
Test,VWO - Integrations: Verify user can export snapshot - ID_3754,This test case validates the export functionality for the snapshot component within the Integrations module of app.vwo.com.,Low,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Export action on Snapshot
4. Verify success message","user_role: admin, component_id: 1571",The snapshot should be successfully exported and reflected in the Integrations dashboard.,To Do
Test,VWO - Session Recordings: Verify user can view segment - ID_3755,This test case validates the view functionality for the segment component within the Session Recordings module of app.vwo.com.,Critical,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform View action on Segment
4. Verify success message","user_role: admin, component_id: 3227",The segment should be successfully viewed and reflected in the Session Recordings dashboard.,To Do
Test,VWO - A/B Testing: Verify user can search goal - ID_3756,This test case validates the search functionality for the goal component within the A/B Testing module of app.vwo.com.,Low,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Search action on Goal
4. Verify success message","user_role: admin, component_id: 4910",The goal should be successfully searched and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Heatmaps: Verify user can search variation - ID_3757,This test case validates the search functionality for the variation component within the Heatmaps module of app.vwo.com.,Medium,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Search action on Variation
4. Verify success message","user_role: admin, component_id: 6682",The variation should be successfully searched and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Surveys: Verify user can toggle campaign - ID_3758,This test case validates the toggle functionality for the campaign component within the Surveys module of app.vwo.com.,Medium,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Toggle action on Campaign
4. Verify success message","user_role: admin, component_id: 9252",The campaign should be successfully toggleed and reflected in the Surveys dashboard.,To Do
Test,VWO - Integrations: Verify user can edit snapshot - ID_3759,This test case validates the edit functionality for the snapshot component within the Integrations module of app.vwo.com.,Low,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Edit action on Snapshot
4. Verify success message","user_role: admin, component_id: 8832",The snapshot should be successfully edited and reflected in the Integrations dashboard.,To Do
Test,VWO - Login: Verify user can create segment - ID_3760,This test case validates the create functionality for the segment component within the Login module of app.vwo.com.,Medium,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Create action on Segment
4. Verify success message","user_role: admin, component_id: 1974",The segment should be successfully createed and reflected in the Login dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can delete api key - ID_3761,This test case validates the delete functionality for the api key component within the Funnel Analysis module of app.vwo.com.,Medium,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Delete action on API Key
4. Verify success message","user_role: admin, component_id: 1174",The api key should be successfully deleteed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Heatmaps: Verify user can edit variation - ID_3762,This test case validates the edit functionality for the variation component within the Heatmaps module of app.vwo.com.,Critical,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Edit action on Variation
4. Verify success message","user_role: admin, component_id: 7570",The variation should be successfully edited and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can delete goal - ID_3763,This test case validates the delete functionality for the goal component within the Funnel Analysis module of app.vwo.com.,Medium,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Delete action on Goal
4. Verify success message","user_role: admin, component_id: 7856",The goal should be successfully deleteed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can create dashboard widget - ID_3764,This test case validates the create functionality for the dashboard widget component within the Funnel Analysis module of app.vwo.com.,High,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Create action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 9277",The dashboard widget should be successfully createed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Surveys: Verify user can delete segment - ID_3765,This test case validates the delete functionality for the segment component within the Surveys module of app.vwo.com.,Medium,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Delete action on Segment
4. Verify success message","user_role: admin, component_id: 9182",The segment should be successfully deleteed and reflected in the Surveys dashboard.,To Do
Test,VWO - Account Settings: Verify user can filter segment - ID_3766,This test case validates the filter functionality for the segment component within the Account Settings module of app.vwo.com.,Low,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Filter action on Segment
4. Verify success message","user_role: admin, component_id: 8464",The segment should be successfully filtered and reflected in the Account Settings dashboard.,To Do
Test,VWO - A/B Testing: Verify user can create campaign - ID_3767,This test case validates the create functionality for the campaign component within the A/B Testing module of app.vwo.com.,Low,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Create action on Campaign
4. Verify success message","user_role: admin, component_id: 5264",The campaign should be successfully createed and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Login: Verify user can delete goal - ID_3768,This test case validates the delete functionality for the goal component within the Login module of app.vwo.com.,Medium,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Delete action on Goal
4. Verify success message","user_role: admin, component_id: 2400",The goal should be successfully deleteed and reflected in the Login dashboard.,To Do
Test,VWO - Heatmaps: Verify user can filter snapshot - ID_3769,This test case validates the filter functionality for the snapshot component within the Heatmaps module of app.vwo.com.,Medium,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Filter action on Snapshot
4. Verify success message","user_role: admin, component_id: 4828",The snapshot should be successfully filtered and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Heatmaps: Verify user can export snapshot - ID_3770,This test case validates the export functionality for the snapshot component within the Heatmaps module of app.vwo.com.,Low,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Export action on Snapshot
4. Verify success message","user_role: admin, component_id: 3086",The snapshot should be successfully exported and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Heatmaps: Verify user can create variation - ID_3771,This test case validates the create functionality for the variation component within the Heatmaps module of app.vwo.com.,High,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Create action on Variation
4. Verify success message","user_role: admin, component_id: 7522",The variation should be successfully createed and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can delete goal - ID_3772,This test case validates the delete functionality for the goal component within the Funnel Analysis module of app.vwo.com.,Medium,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Delete action on Goal
4. Verify success message","user_role: admin, component_id: 5911",The goal should be successfully deleteed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Surveys: Verify user can search user role - ID_3773,This test case validates the search functionality for the user role component within the Surveys module of app.vwo.com.,Low,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Search action on User Role
4. Verify success message","user_role: admin, component_id: 4761",The user role should be successfully searched and reflected in the Surveys dashboard.,To Do
Test,VWO - Surveys: Verify user can edit dashboard widget - ID_3774,This test case validates the edit functionality for the dashboard widget component within the Surveys module of app.vwo.com.,Medium,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Edit action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 7142",The dashboard widget should be successfully edited and reflected in the Surveys dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can edit variation - ID_3775,This test case validates the edit functionality for the variation component within the Funnel Analysis module of app.vwo.com.,Critical,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Edit action on Variation
4. Verify success message","user_role: admin, component_id: 2441",The variation should be successfully edited and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Account Settings: Verify user can edit segment - ID_3776,This test case validates the edit functionality for the segment component within the Account Settings module of app.vwo.com.,Medium,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Edit action on Segment
4. Verify success message","user_role: admin, component_id: 9981",The segment should be successfully edited and reflected in the Account Settings dashboard.,To Do
Test,VWO - Surveys: Verify user can export variation - ID_3777,This test case validates the export functionality for the variation component within the Surveys module of app.vwo.com.,High,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Export action on Variation
4. Verify success message","user_role: admin, component_id: 8932",The variation should be successfully exported and reflected in the Surveys dashboard.,To Do
Test,VWO - Integrations: Verify user can edit dashboard widget - ID_3778,This test case validates the edit functionality for the dashboard widget component within the Integrations module of app.vwo.com.,Low,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Edit action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 9370",The dashboard widget should be successfully edited and reflected in the Integrations dashboard.,To Do
Test,VWO - Heatmaps: Verify user can search segment - ID_3779,This test case validates the search functionality for the segment component within the Heatmaps module of app.vwo.com.,High,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Search action on Segment
4. Verify success message","user_role: admin, component_id: 3351",The segment should be successfully searched and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can toggle api key - ID_3780,This test case validates the toggle functionality for the api key component within the Funnel Analysis module of app.vwo.com.,Low,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Toggle action on API Key
4. Verify success message","user_role: admin, component_id: 4369",The api key should be successfully toggleed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - A/B Testing: Verify user can edit dashboard widget - ID_3781,This test case validates the edit functionality for the dashboard widget component within the A/B Testing module of app.vwo.com.,High,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Edit action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 8215",The dashboard widget should be successfully edited and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Signup: Verify user can delete campaign - ID_3782,This test case validates the delete functionality for the campaign component within the Signup module of app.vwo.com.,Medium,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Delete action on Campaign
4. Verify success message","user_role: admin, component_id: 8575",The campaign should be successfully deleteed and reflected in the Signup dashboard.,To Do
Test,VWO - Integrations: Verify user can create goal - ID_3783,This test case validates the create functionality for the goal component within the Integrations module of app.vwo.com.,Low,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Create action on Goal
4. Verify success message","user_role: admin, component_id: 1423",The goal should be successfully createed and reflected in the Integrations dashboard.,To Do
Test,VWO - Signup: Verify user can edit variation - ID_3784,This test case validates the edit functionality for the variation component within the Signup module of app.vwo.com.,Medium,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Edit action on Variation
4. Verify success message","user_role: admin, component_id: 1156",The variation should be successfully edited and reflected in the Signup dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can delete variation - ID_3785,This test case validates the delete functionality for the variation component within the Funnel Analysis module of app.vwo.com.,High,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Delete action on Variation
4. Verify success message","user_role: admin, component_id: 4891",The variation should be successfully deleteed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Heatmaps: Verify user can filter segment - ID_3786,This test case validates the filter functionality for the segment component within the Heatmaps module of app.vwo.com.,Low,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Filter action on Segment
4. Verify success message","user_role: admin, component_id: 8890",The segment should be successfully filtered and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Surveys: Verify user can edit segment - ID_3787,This test case validates the edit functionality for the segment component within the Surveys module of app.vwo.com.,Low,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Edit action on Segment
4. Verify success message","user_role: admin, component_id: 5760",The segment should be successfully edited and reflected in the Surveys dashboard.,To Do
Test,VWO - Heatmaps: Verify user can delete user role - ID_3788,This test case validates the delete functionality for the user role component within the Heatmaps module of app.vwo.com.,High,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Delete action on User Role
4. Verify success message","user_role: admin, component_id: 9238",The user role should be successfully deleteed and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Surveys: Verify user can delete goal - ID_3789,This test case validates the delete functionality for the goal component within the Surveys module of app.vwo.com.,Low,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Delete action on Goal
4. Verify success message","user_role: admin, component_id: 8022",The goal should be successfully deleteed and reflected in the Surveys dashboard.,To Do
Test,VWO - Session Recordings: Verify user can edit goal - ID_3790,This test case validates the edit functionality for the goal component within the Session Recordings module of app.vwo.com.,Low,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Edit action on Goal
4. Verify success message","user_role: admin, component_id: 5323",The goal should be successfully edited and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Account Settings: Verify user can view api key - ID_3791,This test case validates the view functionality for the api key component within the Account Settings module of app.vwo.com.,Critical,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform View action on API Key
4. Verify success message","user_role: admin, component_id: 3668",The api key should be successfully viewed and reflected in the Account Settings dashboard.,To Do
Test,VWO - Account Settings: Verify user can view variation - ID_3792,This test case validates the view functionality for the variation component within the Account Settings module of app.vwo.com.,High,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform View action on Variation
4. Verify success message","user_role: admin, component_id: 7638",The variation should be successfully viewed and reflected in the Account Settings dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can delete user role - ID_3793,This test case validates the delete functionality for the user role component within the Funnel Analysis module of app.vwo.com.,Medium,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Delete action on User Role
4. Verify success message","user_role: admin, component_id: 7822",The user role should be successfully deleteed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Login: Verify user can view dashboard widget - ID_3794,This test case validates the view functionality for the dashboard widget component within the Login module of app.vwo.com.,Critical,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform View action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 4088",The dashboard widget should be successfully viewed and reflected in the Login dashboard.,To Do
Test,VWO - Heatmaps: Verify user can filter goal - ID_3795,This test case validates the filter functionality for the goal component within the Heatmaps module of app.vwo.com.,High,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Filter action on Goal
4. Verify success message","user_role: admin, component_id: 6594",The goal should be successfully filtered and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Integrations: Verify user can search snapshot - ID_3796,This test case validates the search functionality for the snapshot component within the Integrations module of app.vwo.com.,Medium,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Search action on Snapshot
4. Verify success message","user_role: admin, component_id: 6882",The snapshot should be successfully searched and reflected in the Integrations dashboard.,To Do
Test,VWO - Surveys: Verify user can export goal - ID_3797,This test case validates the export functionality for the goal component within the Surveys module of app.vwo.com.,Critical,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Export action on Goal
4. Verify success message","user_role: admin, component_id: 1687",The goal should be successfully exported and reflected in the Surveys dashboard.,To Do
Test,VWO - Surveys: Verify user can filter segment - ID_3798,This test case validates the filter functionality for the segment component within the Surveys module of app.vwo.com.,High,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Filter action on Segment
4. Verify success message","user_role: admin, component_id: 1429",The segment should be successfully filtered and reflected in the Surveys dashboard.,To Do
Test,VWO - Login: Verify user can edit user role - ID_3799,This test case validates the edit functionality for the user role component within the Login module of app.vwo.com.,High,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Edit action on User Role
4. Verify success message","user_role: admin, component_id: 7074",The user role should be successfully edited and reflected in the Login dashboard.,To Do
Test,VWO - Login: Verify user can view snapshot - ID_3800,This test case validates the view functionality for the snapshot component within the Login module of app.vwo.com.,High,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform View action on Snapshot
4. Verify success message","user_role: admin, component_id: 2240",The snapshot should be successfully viewed and reflected in the Login dashboard.,To Do
Test,VWO - Signup: Verify user can delete user role - ID_3801,This test case validates the delete functionality for the user role component within the Signup module of app.vwo.com.,Low,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Delete action on User Role
4. Verify success message","user_role: admin, component_id: 1478",The user role should be successfully deleteed and reflected in the Signup dashboard.,To Do
Test,VWO - Session Recordings: Verify user can edit dashboard widget - ID_3802,This test case validates the edit functionality for the dashboard widget component within the Session Recordings module of app.vwo.com.,Medium,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Edit action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 9401",The dashboard widget should be successfully edited and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Login: Verify user can toggle variation - ID_3803,This test case validates the toggle functionality for the variation component within the Login module of app.vwo.com.,Medium,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Toggle action on Variation
4. Verify success message","user_role: admin, component_id: 8813",The variation should be successfully toggleed and reflected in the Login dashboard.,To Do
Test,VWO - A/B Testing: Verify user can filter user role - ID_3804,This test case validates the filter functionality for the user role component within the A/B Testing module of app.vwo.com.,Low,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Filter action on User Role
4. Verify success message","user_role: admin, component_id: 6490",The user role should be successfully filtered and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Signup: Verify user can search segment - ID_3805,This test case validates the search functionality for the segment component within the Signup module of app.vwo.com.,Critical,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Search action on Segment
4. Verify success message","user_role: admin, component_id: 6720",The segment should be successfully searched and reflected in the Signup dashboard.,To Do
Test,VWO - Session Recordings: Verify user can search variation - ID_3806,This test case validates the search functionality for the variation component within the Session Recordings module of app.vwo.com.,High,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Search action on Variation
4. Verify success message","user_role: admin, component_id: 6006",The variation should be successfully searched and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Heatmaps: Verify user can toggle campaign - ID_3807,This test case validates the toggle functionality for the campaign component within the Heatmaps module of app.vwo.com.,High,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Toggle action on Campaign
4. Verify success message","user_role: admin, component_id: 5080",The campaign should be successfully toggleed and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can view api key - ID_3808,This test case validates the view functionality for the api key component within the Funnel Analysis module of app.vwo.com.,Medium,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform View action on API Key
4. Verify success message","user_role: admin, component_id: 1205",The api key should be successfully viewed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Integrations: Verify user can delete campaign - ID_3809,This test case validates the delete functionality for the campaign component within the Integrations module of app.vwo.com.,Medium,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Delete action on Campaign
4. Verify success message","user_role: admin, component_id: 6746",The campaign should be successfully deleteed and reflected in the Integrations dashboard.,To Do
Test,VWO - Login: Verify user can filter user role - ID_3810,This test case validates the filter functionality for the user role component within the Login module of app.vwo.com.,Critical,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Filter action on User Role
4. Verify success message","user_role: admin, component_id: 5660",The user role should be successfully filtered and reflected in the Login dashboard.,To Do
Test,VWO - A/B Testing: Verify user can view api key - ID_3811,This test case validates the view functionality for the api key component within the A/B Testing module of app.vwo.com.,High,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform View action on API Key
4. Verify success message","user_role: admin, component_id: 1830",The api key should be successfully viewed and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Signup: Verify user can export snapshot - ID_3812,This test case validates the export functionality for the snapshot component within the Signup module of app.vwo.com.,Low,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Export action on Snapshot
4. Verify success message","user_role: admin, component_id: 1202",The snapshot should be successfully exported and reflected in the Signup dashboard.,To Do
Test,VWO - Heatmaps: Verify user can view goal - ID_3813,This test case validates the view functionality for the goal component within the Heatmaps module of app.vwo.com.,Low,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform View action on Goal
4. Verify success message","user_role: admin, component_id: 4677",The goal should be successfully viewed and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Signup: Verify user can edit dashboard widget - ID_3814,This test case validates the edit functionality for the dashboard widget component within the Signup module of app.vwo.com.,Critical,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Edit action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 7816",The dashboard widget should be successfully edited and reflected in the Signup dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can filter variation - ID_3815,This test case validates the filter functionality for the variation component within the Funnel Analysis module of app.vwo.com.,Low,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Filter action on Variation
4. Verify success message","user_role: admin, component_id: 5516",The variation should be successfully filtered and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - A/B Testing: Verify user can filter snapshot - ID_3816,This test case validates the filter functionality for the snapshot component within the A/B Testing module of app.vwo.com.,Medium,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Filter action on Snapshot
4. Verify success message","user_role: admin, component_id: 4418",The snapshot should be successfully filtered and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Heatmaps: Verify user can edit snapshot - ID_3817,This test case validates the edit functionality for the snapshot component within the Heatmaps module of app.vwo.com.,Medium,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Edit action on Snapshot
4. Verify success message","user_role: admin, component_id: 6946",The snapshot should be successfully edited and reflected in the Heatmaps dashboard.,To Do
Test,VWO - A/B Testing: Verify user can view segment - ID_3818,This test case validates the view functionality for the segment component within the A/B Testing module of app.vwo.com.,Medium,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform View action on Segment
4. Verify success message","user_role: admin, component_id: 4097",The segment should be successfully viewed and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Signup: Verify user can filter user role - ID_3819,This test case validates the filter functionality for the user role component within the Signup module of app.vwo.com.,High,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Filter action on User Role
4. Verify success message","user_role: admin, component_id: 5751",The user role should be successfully filtered and reflected in the Signup dashboard.,To Do
