id,jira_id,summary,module,priority,severity,labels,preconditions,steps,expected_result,test_type,owner,sprint,status
TC-00349,VWO-5404,Verify malicious script in Code Editor is sanitized on render (role: Editor),AB Testing,P2,Major,safari|security,A/B editor open,1. Paste '<script>alert(1)</script>' into HTML node || 2. Save || 3. Preview,Script tags HTML-encoded | No alert fires,Security,dev.ranganathan,VWO-25.S25,Active
TC-00350,VWO-5270,Verify funnel report exports to CSV (EU DC),Funnels,P2,Trivial,edge|regression|security|ui,Funnel report ready,1. Click Export CSV,CSV downloaded with per-step counts,Functional,aditya.rao,VWO-25.S22,Active
TC-00351,VWO-2653,Verify scheduled Personalization activates at start time (US DC),Personalization,P2,Critical,accessibility|chrome|integration|mobile|regression,Personalize Draft,1. Set Start = +30m || 2. Save & Schedule,"Status Scheduled, then Running at start",Functional,dev.ranganathan,VWO-25.S30,Active
TC-00352,VWO-4532,Verify UTM-source-based Personalization for 'newsletter' (Asia DC),Personalization,P2,Major,i18n|regression,Personalize Draft,1. Audience utm_source=newsletter || 2. Save,Visitors with that UTM see variant,Functional,promode.dutta,VWO-25.S15,Active
TC-00353,VWO-3898,Verify invoice PDF download contains line items + tax (smoke),Billing,P2,Trivial,billing|dataloss|firefox,Invoice exists,1. Click Download PDF,"PDF contains plan, tax, total",Functional,promode.dutta,VWO-25.S11,Active
TC-00354,VWO-2944,Verify warning banner when SmartCode missing on test URL (regression),AB Testing,P2,Critical,firefox|gdpr|regression,"A/B campaign Draft, SmartCode not installed",1. Click Validate URL,Banner 'SmartCode not detected' | Launch button disabled,Negative,arjun.kapoor,VWO-25.S13,Active
TC-00355,VWO-1235,Verify GET /api/v1/campaigns returns paginated list (p0),API,P1,Minor,api|billing|edge,Account has 50+ campaigns,1. GET /api/v1/campaigns?limit=20,20 items + next cursor,API,harsh.gupta,VWO-25.S16,Active
TC-00356,VWO-1486,Verify config polling interval in Node.js SDK (p1),FullStack,P1,Critical,accessibility|integration|regression,SDK with poll=30s,1. Update server config,Client picks change within 30s,Functional,sara.patel,VWO-25.S45,Active
TC-00357,VWO-4163,Verify editing existing segment conditions (critical-path),Segmentation,P2,Critical,accessibility|firefox|i18n|regression,Segment exists,"1. Open editor, change condition, save",Conditions updated,Functional,arjun.kapoor,VWO-25.S26,Active
TC-00358,VWO-1070,Verify QA force-variation API on iOS (edge case),Mobile,P2,Minor,edge|mobile,QA build,1. Call forceVariation('B'),Variation B always returned,Functional,ishaan.mehta,VWO-25.S39,Active
TC-00359,VWO-2607,"Verify user context (id, attributes) used for bucketing in Java (boundary)",FullStack,P2,Blocker,api|integration|regression,Context with attribs,1. Bucket user,Bucket respects attribute rules,Functional,sara.patel,VWO-25.S05,Active
TC-00360,VWO-3215,Verify Device=mobile condition in segment (negative),Segmentation,P1,Critical,firefox|gdpr|mobile,Segment Draft,1. Add device=mobile || 2. Save,Saved correctly,Functional,arjun.kapoor,VWO-25.S28,Active
TC-00361,VWO-1959,Verify deleting MVT section requires confirmation (positive),MVT,P2,Major,dataloss|e2e|regression|sanity|ui,MVT Draft 3-section,1. Click delete on Section B || 2. Confirm,Section removed | Combos recalculated,Functional,arjun.kapoor,VWO-25.S11,Archived
TC-00362,VWO-3542,Verify duplicating Personalization carries audience and changes (retry),Personalization,P2,Minor,accessibility|api|dataloss|regression,Personalization exists,1. Duplicate,Copy has same audience + changes,Functional,promode.dutta,VWO-25.S11,Active
TC-00363,VWO-5055,Verify custom event 'AddToCart' increments goal (low-bandwidth),Goals,P2,Minor,api|chrome|e2e|edge|ui,Custom event registered,1. Trigger window._vis_opt_goal_conversion('AddToCart'),Goal count increments,Functional,promode.dutta,VWO-25.S20,Active
TC-00364,VWO-2253,Verify video-play goal report shows per-variation breakdown (high-load),Goals,P3,Critical,api|regression|safari|sanity,Goal hit by 1k visitors,1. Open report,Per-variation conversion shown,Functional,sara.patel,VWO-25.S35,Active
TC-00365,VWO-4796,Verify MVT save blocked when zero sections defined (rtl locale),MVT,P3,Minor,integration|regression|smoke|ui,User on /campaigns/mvt/new,1. Enter name only || 2. Save,Error 'At least one section required',Negative,promode.dutta,VWO-25.S30,Active
TC-00366,VWO-4605,Verify rate-limit headers X-RateLimit-* present (en-US),API,P2,Trivial,api|chrome|firefox|regression,API token,1. GET /api/v1/me,Headers X-RateLimit-Limit/Remaining/Reset present,API,neha.khanna,VWO-25.S28,Active
TC-00367,VWO-3466,Verify GEO condition (City=Bangalore) in segment (en-GB),Segmentation,P2,Major,edge|regression,Segment Draft,1. Add city condition || 2. Save,Saved | Used in audience targeting,Functional,promode.dutta,VWO-25.S39,Active
TC-00368,VWO-3539,Verify sharing segment across team members (fr-FR),Segmentation,P1,Critical,chrome|e2e|edge|i18n|regression,Segment exists,1. Click Share || 2. Toggle Share=on,Other members see segment,Functional,harsh.gupta,VWO-25.S10,Active
TC-00369,VWO-2957,Verify CSS selector input for Forms tracker (de-DE),Forms,P2,Trivial,edge|regression|safari|sanity|smoke,User in /forms/new,1. Enter selector 'form.checkout' || 2. Validate,"Selector accepted, preview highlights",Functional,harsh.gupta,VWO-25.S34,Draft
TC-00370,VWO-5118,Verify clickmap shows top-clicked elements on '/' (ja-JP),Heatmaps,P2,Minor,regression|safari,Heatmap data ready,1. Open Clickmap,Top 10 clicked elements listed | Click counts visible,Functional,riya.sharma,VWO-25.S25,Active
TC-00371,VWO-5355,Verify scroll-depth goal at 75% triggers on long article (hi-IN),Goals,P0,Trivial,i18n|regression,Campaign Draft,1. Add scroll-depth goal=75 || 2. Save,Scrolling past 75% logs conversion,Functional,anika.bose,VWO-25.S48,Active
TC-00372,VWO-2493,Verify playing a session recording renders DOM events (pt-BR),Session Recordings,P3,Major,edge|smoke,At least one recording exists,1. Open recording || 2. Click Play,DOM replays correctly | Mouse trail rendered,Functional,dev.ranganathan,VWO-25.S33,Archived
TC-00373,VWO-3723,Verify comparing two periods on Forms report (Chrome),Forms,P2,Minor,chrome|dataloss|regression,Forms data 14d,1. Apply 'last 7 vs prior 7',Comparison columns shown,Functional,harsh.gupta,VWO-25.S45,Active
TC-00374,VWO-1557,Verify duplicating Split URL test copies redirect rules (Firefox),Split URL,P2,Critical,i18n|regression,Split URL 1749 exists,1. Open /campaigns/1749 || 2. Duplicate,New campaign carries same redirect rules,Functional,promode.dutta,VWO-25.S27,Active
TC-00375,VWO-1001,Verify Test Login button initiates Ping flow (Safari),SSO,P1,Major,mobile|security,SSO config saved,1. Click Test Login,"Browser redirects to IdP, returns successfully",Security,anika.bose,VWO-25.S21,Active
TC-00376,VWO-1428,Verify Winner per Section view in MVT report (Edge),MVT,P1,Critical,accessibility|gdpr|i18n|regression|safari,MVT 4683 report ready,1. Open /campaigns/4683/report?view=section,Each section shows winning variant,Functional,harsh.gupta,VWO-25.S39,Active
TC-00377,VWO-4814,Verify Heatmap on React SPA captures clicks across route changes (mobile-web),Heatmaps,P2,Major,accessibility|integration|performance|regression|security,SPA with history pushState,1. Create Heatmap,Clicks captured per route,Functional,aditya.rao,VWO-25.S10,Active
TC-00378,VWO-1914,Verify editing engagement goal name updates campaign report (tablet),Goals,P2,Major,dataloss|performance|regression|sanity,Campaign 7601 has goal,1. Open goal || 2. Rename || 3. Save,Name updated everywhere,Functional,aditya.rao,VWO-25.S36,Active
TC-00379,VWO-2852,Verify URL fragment (#section) preserved through Split URL (slow 3G),Split URL,P1,Major,edge|i18n|regression,Split URL test running,1. Open /pricing#enterprise,Variant URL ends with #enterprise,Functional,promode.dutta,VWO-25.S10,Active
TC-00380,VWO-5548,Verify audience targeting by 'fr-FR' locale on A/B test (offline-online),AB Testing,P2,Critical,accessibility|billing|regression,Audience builder open,1. Add condition 'Browser language equals fr-FR' || 2. Save audience || 3. Apply to A/B test,Only fr-FR visitors enter the test | Bucket logs show locale match,Functional,neha.khanna,VWO-25.S12,Active
TC-00381,VWO-1509,Verify deleting Forms tracker stops collection (re-entry),Forms,P1,Critical,dataloss|regression|safari|ui,Forms tracker exists,1. Delete || 2. Confirm,Tracker removed | No new data captured,Functional,neha.khanna,VWO-25.S21,Draft
TC-00382,VWO-2621,Verify retry queue when Marketo 5xx (after refresh),Integrations,P2,Minor,accessibility|firefox|gdpr|regression|security,Marketo returns 503,1. Trigger event,Event queued and retried within 30m,Integration,aditya.rao,VWO-25.S19,Active
TC-00383,VWO-4712,Verify successful login with valid credentials lands on dashboard (clean install),Auth,P2,Major,accessibility|security|smoke,Active user account,1. Open /auth/login || 2. Enter creds || 3. Submit,Redirect to /dashboard | Session cookie set,Functional,arjun.kapoor,VWO-25.S44,Active
TC-00384,VWO-4174,Verify export-PDF renders chart images (after upgrade),Reports,P2,Minor,gdpr|regression,Report ready,1. Click Export > PDF,PDF includes charts and tables,Functional,arjun.kapoor,VWO-25.S40,Active
TC-00385,VWO-1574,Verify stopping Heatmap recording flips status to Stopped (cold start),Heatmaps,P3,Major,accessibility|edge|regression|sanity,Heatmap Active,1. Click Stop,Status = Stopped | No new clicks recorded,Functional,dev.ranganathan,VWO-25.S41,Active
TC-00386,VWO-5008,Verify cookie 'plan=premium' condition in segment (warm cache),Segmentation,P3,Critical,api|firefox|performance|regression|safari,Segment Draft,1. Add cookie condition || 2. Save,Saved,Functional,ishaan.mehta,VWO-25.S12,Active
TC-00387,VWO-2722,Verify duplicating click goal copies all settings (cookieless),Goals,P2,Major,dataloss|e2e|regression,Campaign has click goal,1. Click duplicate,Copy created with same config,Functional,aditya.rao,VWO-25.S16,Active
TC-00388,VWO-2543,Verify saving segment with name uniqueness (third-party blocked),Segmentation,P3,Trivial,regression|smoke,Segment with name 'VIP' exists,1. Try save another with same name,Error 'Name must be unique',Negative,harsh.gupta,VWO-25.S05,Active
TC-00389,VWO-2795,Verify warning banner when SmartCode missing on test URL (strict CSP),AB Testing,P2,Major,accessibility|firefox|integration|regression|smoke,"A/B campaign Draft, SmartCode not installed",1. Click Validate URL,Banner 'SmartCode not detected' | Launch button disabled,Negative,harsh.gupta,VWO-25.S02,Archived
TC-00390,VWO-2926,Verify scroll-depth goal at 75% triggers on long article (IE-removed),Goals,P2,Major,regression|ui,Campaign Draft,1. Add scroll-depth goal=75 || 2. Save,Scrolling past 75% logs conversion,Functional,sara.patel,VWO-25.S51,Active
TC-00391,VWO-1745,Verify account lock after 5 failed attempts (role: Viewer),Auth,P3,Minor,edge|i18n|security,Active user,1. Try wrong password 5 times,Account locked for 15min | Lock email sent,Security,riya.sharma,VWO-25.S47,Active
TC-00392,VWO-1895,Verify renaming A/B campaign updates breadcrumb and URL slug (role: Admin),AB Testing,P2,Minor,e2e|gdpr|safari|ui,Campaign 8906 exists,1. Open /campaigns/8906/settings || 2. Edit name to 'Q3 Hero Variant' || 3. Save,Breadcrumb shows new name | Slug updated in URL,Functional,neha.khanna,VWO-25.S22,Active
TC-00393,VWO-5161,Verify custom dimension 'AccountId' in segment (EU DC),Segmentation,P1,Major,api|firefox|gdpr|security,CD AccountId registered,1. Add CD condition || 2. Save,Saved,Functional,vikram.singh,VWO-25.S37,Active
TC-00394,VWO-1855,Verify A/B campaign report loads under 3 seconds for 1M visitors (EU DC),AB Testing,P1,Critical,gdpr|performance|regression,Campaign 5831 has 1M+ visitors,1. Open /campaigns/5831/report,Report renders within 3s | All goal cards present,Performance,dev.ranganathan,VWO-25.S20,Draft
TC-00395,VWO-2841,Verify Split URL forces HTTPS on variant (US DC),Split URL,P2,Minor,api|edge|security,HTTPS site,1. Open http://site/pricing,Final URL is https://site/pricing-v2,Security,sara.patel,VWO-25.S31,Archived
TC-00396,VWO-5769,Verify cookie-based targeting on A/B test (cookie 'plan=pro') (Asia DC),AB Testing,P3,Blocker,api|mobile|performance|regression,A/B campaign Draft,1. Add cookie condition plan=pro || 2. Save,Only visitors with cookie are bucketed | Others see control,Functional,vikram.singh,VWO-25.S15,Draft
TC-00397,VWO-4360,Verify Browser=Brave condition saved (smoke),Segmentation,P2,Major,edge|performance|regression,Segment Draft,1. Add browser || 2. Save,Saved,Functional,anika.bose,VWO-25.S01,Active
TC-00398,VWO-1292,Verify equal traffic split across active MVT combinations (regression),MVT,P1,Major,regression|smoke,MVT 2x2 running,1. Send 4000 visits,Each combo gets ~1000 ±5%,Functional,kavya.iyer,VWO-25.S35,Active
TC-00399,VWO-3460,Verify share link for a recording requires auth (p0),Session Recordings,P2,Critical,e2e|mobile|security,Recording open,1. Click Share || 2. Open link in incognito,Login prompt shown | Cannot view without auth,Security,harsh.gupta,VWO-25.S12,Active
TC-00400,VWO-4481,Verify A/B test saves as Draft when launch is skipped (p1),AB Testing,P1,Critical,billing|regression|safari|smoke|ui,User on /campaigns/ab/new,1. Fill name 'Hero CTA Draft' || 2. Add 2 variations || 3. Click 'Save as Draft',Campaign appears under Drafts tab | Status badge = 'Draft',Functional,dev.ranganathan,VWO-25.S31,Active
TC-00401,VWO-1955,Verify scrollmap rendering for '/landing/black-friday' (critical-path),Heatmaps,P1,Critical,firefox|integration|ui,Heatmap recorded 1k+ sessions,1. Open Heatmap || 2. Switch to Scrollmap,Color gradient overlays page | Avg fold depth shown,UI,ishaan.mehta,VWO-25.S07,Active
TC-00402,VWO-4499,Verify custom dimension 'AccountId' in segment (edge case),Segmentation,P3,Critical,api|billing|chrome|i18n|regression,CD AccountId registered,1. Add CD condition || 2. Save,Saved,Functional,anika.bose,VWO-25.S13,Draft
TC-00403,VWO-4804,Verify funnel report exports to CSV (boundary),Funnels,P1,Major,billing|mobile|regression|safari,Funnel report ready,1. Click Export CSV,CSV downloaded with per-step counts,Functional,anika.bose,VWO-25.S20,Active
TC-00404,VWO-4754,Verify click goal CSS selector '#cta-buy' captures clicks (negative),Goals,P2,Critical,regression|safari,Campaign Draft,1. Add click goal selector=#cta-buy || 2. Save || 3. Trigger click,Click counted as conversion,Functional,arjun.kapoor,VWO-25.S32,Active
TC-00405,VWO-2284,Verify VWO respects Marketo API rate limit (429 backoff) (positive),Integrations,P2,Critical,e2e|performance,Marketo returns 429,1. Trigger many events,VWO retries with exponential backoff,Performance,anika.bose,VWO-25.S20,Active
TC-00406,VWO-1615,Verify funnel report exports to CSV (retry),Funnels,P2,Minor,firefox|performance|regression,Funnel report ready,1. Click Export CSV,CSV downloaded with per-step counts,Functional,riya.sharma,VWO-25.S49,Active
TC-00407,VWO-4390,Verify GEO targeting limits A/B test to country IN (low-bandwidth),AB Testing,P1,Critical,dataloss|regression|safari,IP-to-Geo enabled,1. Add condition Country=IN || 2. Save,Indian IPs bucketed | Non-IN ignored,Functional,arjun.kapoor,VWO-25.S11,Active
TC-00408,VWO-2505,Verify MVT preview lets QA pick any combination (high-load),MVT,P3,Minor,api|edge|firefox|smoke,MVT Draft,1. Click Preview || 2. Pick combination 'A2-B1-C2',Preview URL renders that combination,Functional,neha.khanna,VWO-25.S31,Active
TC-00409,VWO-1768,Verify replacing image via Image Library upload (rtl locale),Editor,P1,Major,api|edge|i18n|regression|smoke,Editor loaded,"1. Pick img, upload new",Src updated | Library entry added,Functional,promode.dutta,VWO-25.S49,Active
TC-00410,VWO-5509,Verify share link for a recording requires auth (en-US),Session Recordings,P2,Blocker,edge|firefox|regression|security,Recording open,1. Click Share || 2. Open link in incognito,Login prompt shown | Cannot view without auth,Security,ishaan.mehta,VWO-25.S43,Active
TC-00411,VWO-4541,Verify QA mode disables sampling on Android (en-GB),Mobile,P3,Major,dataloss|e2e|mobile,QA build,1. Toggle QA mode,All events sent (no sampling),Functional,ishaan.mehta,VWO-25.S52,Active
TC-00412,VWO-1919,Verify input fields with class 'sensitive' are masked in recording (fr-FR),Session Recordings,P1,Critical,accessibility|integration|mobile|security|smoke,SmartCode mask config set,"1. Visit site, type into .sensitive input || 2. Open recording",Field shows asterisks | Plain text not stored,Security,harsh.gupta,VWO-25.S31,Active
TC-00413,VWO-3289,Verify Personalization preview impersonates audience (de-DE),Personalization,P2,Blocker,e2e|firefox|smoke|ui,Personalize Draft,1. Click Preview || 2. Impersonate audience VIP,Preview shows VIP variant,Functional,vikram.singh,VWO-25.S18,Active
TC-00414,VWO-5066,Verify renaming video-play goal updates references (ja-JP),Goals,P1,Trivial,gdpr|performance|regression|sanity,Goal in 2 campaigns,1. Rename goal || 2. Save,Both campaigns show new name,Functional,arjun.kapoor,VWO-25.S10,Active
TC-00415,VWO-4291,Verify A/B test name accepts exactly 80 characters (hi-IN),AB Testing,P3,Minor,e2e|performance|regression|safari|security,User on /campaigns/ab/new,1. Enter 80-char name || 2. Save,Save succeeds | Name stored as entered,Boundary,vikram.singh,VWO-25.S50,Active
TC-00416,VWO-5473,Verify config polling interval in Python SDK (pt-BR),FullStack,P2,Critical,api|regression,SDK with poll=30s,1. Update server config,Client picks change within 30s,Functional,neha.khanna,VWO-25.S17,Archived
TC-00417,VWO-2302,Verify warning banner when SmartCode missing on test URL (Chrome),AB Testing,P2,Major,billing|firefox|integration|regression,"A/B campaign Draft, SmartCode not installed",1. Click Validate URL,Banner 'SmartCode not detected' | Launch button disabled,Negative,kavya.iyer,VWO-25.S52,Archived
TC-00418,VWO-5949,Verify renaming custom-event goal updates references (Firefox),Goals,P1,Critical,dataloss|regression|sanity,Goal in 2 campaigns,1. Rename goal || 2. Save,Both campaigns show new name,Functional,riya.sharma,VWO-25.S35,Active
TC-00419,VWO-2681,Verify only one active connection per Salesforce workspace (Safari),Integrations,P2,Minor,api|billing|chrome|e2e|regression,Salesforce already connected,1. Try connect again,Warning 'Already connected',Negative,riya.sharma,VWO-25.S50,Active
TC-00420,VWO-4892,Verify A/B test save fails when no variations defined (Edge),AB Testing,P0,Minor,api|chrome|mobile|regression|safari,User on /campaigns/ab/new,1. Enter name only || 2. Click Save,Inline error 'Add at least one variation' | Save blocked,Negative,ishaan.mehta,VWO-25.S21,Active
TC-00421,VWO-2477,Verify VWO respects Marketo API rate limit (429 backoff) (mobile-web),Integrations,P2,Critical,api|performance,Marketo returns 429,1. Trigger many events,VWO retries with exponential backoff,Performance,vikram.singh,VWO-25.S46,Active
TC-00422,VWO-2115,Verify color picker changes button background to #FF0066 (tablet),Editor,P0,Major,billing|regression|safari|sanity,Editor loaded,"1. Pick CTA, change color",CSS rule generated,Functional,arjun.kapoor,VWO-25.S35,Active
TC-00423,VWO-3394,Verify resume after 24h pause picks up reporting cleanly (slow 3G),AB Testing,P0,Trivial,e2e|regression,Campaign 4304 paused 24h ago,1. Open /campaigns/4304/overview || 2. Click Resume,Reporting timeline shows gap annotation | New visitors counted,Functional,riya.sharma,VWO-25.S25,Draft
TC-00424,VWO-5933,Verify audience targeting by 'de-DE' locale on A/B test (offline-online),AB Testing,P1,Critical,regression|security,Audience builder open,1. Add condition 'Browser language equals fr-FR' || 2. Save audience || 3. Apply to A/B test,Only fr-FR visitors enter the test | Bucket logs show locale match,Functional,harsh.gupta,VWO-25.S34,Draft
TC-00425,VWO-4496,Verify submit rate metric in Forms summary (re-entry),Forms,P1,Trivial,billing|i18n|performance|regression,Forms data ready,1. Open summary,Submit rate displayed,Functional,vikram.singh,VWO-25.S48,Active
TC-00426,VWO-4664,Verify playing a session recording renders DOM events (after refresh),Session Recordings,P3,Major,regression|smoke,At least one recording exists,1. Open recording || 2. Click Play,DOM replays correctly | Mouse trail rendered,Functional,riya.sharma,VWO-25.S30,Active
TC-00427,VWO-2114,Verify transferring account ownership requires confirmation (clean install),Admin,P2,Minor,accessibility|firefox|mobile|sanity|security,Owner role,1. Open ownership transfer || 2. Pick new owner || 3. Confirm,New user becomes Owner; old becomes Admin,Functional,neha.khanna,VWO-25.S05,Active
TC-00428,VWO-1374,Verify 6-step funnel creation (after upgrade),Funnels,P3,Major,mobile|regression|security,User logged in,1. Navigate /funnels/new || 2. Add 6 URL steps || 3. Save,Funnel saved | Visualization renders,Functional,vikram.singh,VWO-25.S03,Active
TC-00429,VWO-2274,Verify rollback of A/B test variation to previous revision (cold start),AB Testing,P3,Minor,api|dataloss|gdpr|regression|security,Campaign 3551 has 3 saved revisions,1. Open /campaigns/3551/editor history || 2. Select revision 2 || 3. Click Restore,Editor reverts to revision 2 contents | Toast 'Restored',Functional,sara.patel,VWO-25.S11,Active
TC-00430,VWO-2331,Verify Heatmap creation fails on malformed URL 'http:/bad' (warm cache),Heatmaps,P3,Critical,integration|regression,User on /heatmaps/new,1. Enter 'http:/bad' || 2. Save,Validation error 'Invalid URL',Negative,riya.sharma,VWO-25.S51,Draft
TC-00431,VWO-2659,Verify playback speeds 1x/2x/4x for session recording (cookieless),Session Recordings,P1,Minor,gdpr|regression|safari,Recording playing,1. Switch to 2x || 2. Then 4x,Speed changes accordingly | Audio (if any) muted,Functional,neha.khanna,VWO-25.S40,Draft
TC-00432,VWO-5349,Verify editing revenue goal name updates campaign report (third-party blocked),Goals,P2,Critical,regression|security|ui,Campaign 8708 has goal,1. Open goal || 2. Rename || 3. Save,Name updated everywhere,Functional,kavya.iyer,VWO-25.S25,Active
TC-00433,VWO-4278,Verify A/B test saves as Draft when launch is skipped (strict CSP),AB Testing,P2,Minor,api|chrome|integration|regression|safari,User on /campaigns/ab/new,1. Fill name 'Hero CTA Draft' || 2. Add 2 variations || 3. Click 'Save as Draft',Campaign appears under Drafts tab | Status badge = 'Draft',Functional,promode.dutta,VWO-25.S20,Active
TC-00434,VWO-3891,Verify funnel supports up to 10 steps (IE-removed),Funnels,P2,Critical,dataloss|mobile|regression,User on /funnels/new,1. Add 10 steps || 2. Save,Funnel saved with 10 steps | 11th rejected,Boundary,dev.ranganathan,VWO-25.S13,Active
TC-00435,VWO-3141,Verify event-based funnel step tracks 'Add to Cart' (role: Viewer),Funnels,P3,Critical,dataloss|firefox|mobile|regression|ui,Custom event registered,1. Add event step 'AddToCart' || 2. Save,Event step counted in funnel,Functional,riya.sharma,VWO-25.S46,Active
TC-00436,VWO-4055,Verify filter 'Rage clicks' shows only rage-click sessions (role: Admin),Session Recordings,P1,Minor,api|i18n|regression|safari,Recordings list open,1. Apply filter Rage clicks=true,List filtered | Each session has rage-click marker,Functional,aditya.rao,VWO-25.S43,Active
TC-00437,VWO-3937,Verify replacing image via Image Library upload (role: Editor),Editor,P2,Minor,mobile|regression,Editor loaded,"1. Pick img, upload new",Src updated | Library entry added,Functional,promode.dutta,VWO-25.S10,Archived
TC-00438,VWO-2396,Verify pause and resume on session recording (EU DC),Session Recordings,P2,Blocker,chrome|e2e|gdpr|performance|regression,Recording playing,1. Click Pause || 2. Click Play,Playback pauses then resumes from same frame,Functional,vikram.singh,VWO-25.S13,Active
TC-00439,VWO-1512,Verify share-link for campaign report (read-only) (US DC),Reports,P1,Major,chrome|safari|security,Report ready,1. Click Share > Public link,Anonymous viewer can read but not edit,Security,vikram.singh,VWO-25.S22,Active
TC-00440,VWO-1544,Verify Split URL warns on unreachable variant URL (Asia DC),Split URL,P2,Minor,edge|i18n|regression|sanity,Split URL Draft,1. Set variant '/does-not-exist-404' || 2. Click Validate,Warning 'Variant URL returned 404' | Launch allowed with confirmation,Negative,vikram.singh,VWO-25.S49,Active
TC-00441,VWO-1735,Verify responsive breakpoint toggle (desktop/tablet/mobile) (smoke),Editor,P1,Major,api|edge|firefox|ui,Editor loaded,1. Switch breakpoint,Iframe resizes accordingly,UI,kavya.iyer,VWO-25.S46,Active
TC-00442,VWO-4507,Verify QA mode disables sampling on Android (regression),Mobile,P2,Trivial,api|dataloss|mobile|performance,QA build,1. Toggle QA mode,All events sent (no sampling),Functional,kavya.iyer,VWO-25.S12,Archived
TC-00443,VWO-1269,Verify date-range filter Last 7 days on report (p0),Reports,P2,Major,billing|regression,Report ready,1. Apply Last 7 days,Data limited to last 7 days,Functional,arjun.kapoor,VWO-25.S37,Active
TC-00444,VWO-4080,Verify renaming team updates listing and URL slug (p1),Admin,P1,Trivial,regression|security,Team exists,"1. Edit name, save",Slug updated; old slug 404,Functional,vikram.singh,VWO-25.S11,Active
TC-00445,VWO-1809,Verify adding a comment at 0:42 in a recording (critical-path),Session Recordings,P2,Major,accessibility|chrome|performance|regression|smoke,Recording playing,1. Pause at 0:42 || 2. Add comment 'odd click',Comment pinned at 0:42 | Visible in timeline,Functional,harsh.gupta,VWO-25.S10,Active
TC-00446,VWO-5803,Verify Browser=Edge condition saved (edge case),Segmentation,P3,Major,chrome|regression,Segment Draft,1. Add browser || 2. Save,Saved,Functional,neha.khanna,VWO-25.S01,Active
TC-00447,VWO-4431,Verify Declare Winner promotes Variation B traffic to 100% (boundary),AB Testing,P2,Minor,accessibility|i18n|regression,Campaign 2094 has confidence > 95%,1. Open /campaigns/2094/report || 2. Click Declare Winner > Variation B,Variation B traffic = 100% | Banner: 'Winner declared',Functional,ishaan.mehta,VWO-25.S26,Archived
TC-00448,VWO-1109,Verify mobile preview iframe respects desktop viewport (negative),AB Testing,P2,Trivial,mobile|regression|safari|ui,A/B editor open,1. Switch preview to mobile || 2. Choose iPhone 15,Iframe resizes to viewport dims | Touch events emulated,UI,aditya.rao,VWO-25.S10,Active
TC-00449,VWO-5012,Verify goals list shows all goals for campaign #9589 (positive),Goals,P2,Major,billing|ui,Campaign 9589 has 5 goals,1. Open /campaigns/9589/goals,All 5 goals listed | Type icons visible,UI,aditya.rao,VWO-25.S20,Active
TC-00450,VWO-4879,Verify Heatmap on 404 URL shows warning and zero data (retry),Heatmaps,P2,Critical,accessibility|chrome|regression|smoke,URL returns 404,1. Create Heatmap on 404 URL,Warning: 'Page returned 404' | Zero clicks captured,Negative,harsh.gupta,VWO-25.S22,Archived
TC-00451,VWO-5794,Verify element selector picks H1 with stable CSS path (low-bandwidth),Editor,P3,Minor,regression|sanity,Editor loaded,1. Click H1,Selector shown e.g. main > h1,Functional,neha.khanna,VWO-25.S15,Active
TC-00452,VWO-1031,Verify survey save blocked without any question (high-load),Surveys,P3,Minor,chrome|i18n|regression|smoke|ui,User on /surveys/new,1. Skip questions || 2. Save,Error 'At least one question required',Negative,anika.bose,VWO-25.S32,Active
TC-00453,VWO-1896,Verify conversion-rate calc = conversions/visitors *100 (rtl locale),Goals,P2,Major,regression|ui,Goal data ready,1. Open report metric,CR% matches formula,Functional,vikram.singh,VWO-25.S06,Active
TC-00454,VWO-4833,Verify attaching existing video-play goal to new campaign (en-US),Goals,P2,Major,accessibility|billing|dataloss|gdpr|regression,Goal exists,1. Open new campaign goals || 2. Pick existing || 3. Save,Goal linked to both campaigns,Functional,riya.sharma,VWO-25.S50,Active
TC-00455,VWO-4871,Verify combination matrix shows all permutations for MVT (en-GB),MVT,P2,Minor,mobile|regression,MVT Draft 3x3,1. Open Combinations tab,27 combinations listed | Disable individual combos works,Functional,dev.ranganathan,VWO-25.S07,Archived
TC-00456,VWO-5206,Verify Forms report filtered by Country=US segment (fr-FR),Forms,P2,Minor,edge|regression,Forms data ready,1. Apply Country=US,Numbers update accordingly,Functional,sara.patel,VWO-25.S46,Active
TC-00457,VWO-4857,Verify mobile preview iframe respects iPad viewport (de-DE),AB Testing,P3,Critical,firefox|mobile,A/B editor open,1. Switch preview to mobile || 2. Choose iPhone 15,Iframe resizes to viewport dims | Touch events emulated,UI,anika.bose,VWO-25.S22,Active
TC-00458,VWO-1364,Verify Code Editor injects custom JS into Variation A (ja-JP),AB Testing,P2,Major,billing|performance|regression,A/B test in editor,"1. Open Code Editor for Variation A || 2. Paste 'document.title=""Test""' || 3. Save",JS saved | Preview shows updated tab title,Functional,anika.bose,VWO-25.S17,Active
TC-00459,VWO-3702,Verify deleting segment asks for confirmation (hi-IN),Segmentation,P2,Minor,regression|safari,Segment exists,1. Delete || 2. Confirm,Segment removed,Functional,arjun.kapoor,VWO-25.S32,Active
